UniProt,Keywords
O43193,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P46098,"['Alternative splicing', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Membrane', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
Q08499,"['3D-structure', 'Alternative splicing', 'cAMP', 'Cell membrane', 'Cytoplasm', 'Cytoskeleton', 'Disease variant', 'Hydrolase', 'Isopeptide bond', 'Manganese', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Reference proteome', 'Ubl conjugation', 'Zinc']"
P23975,"['Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Neurotransmitter transport', 'Reference proteome', 'Sodium', 'Symport', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P28223,"['3D-structure', 'Alternative splicing', 'Behavior', 'Cell membrane', 'Cell projection', 'Cytoplasmic vesicle', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Host cell receptor for virus entry', 'Host-virus interaction', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q9R1M7,"['3D-structure', 'Alternative splicing', 'Calcium', 'Cell membrane', 'Coiled coil', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Magnesium', 'Membrane', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P37288,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P18089,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Epilepsy', 'G-protein coupled receptor', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P21397,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Catecholamine metabolism', 'Direct protein sequencing', 'Disease variant', 'FAD', 'Flavoprotein', 'Intellectual disability', 'Membrane', 'Mitochondrion', 'Mitochondrion outer membrane', 'Neurotransmitter degradation', 'Oxidoreductase', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']"
P30556,"['3D-structure', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Host-virus interaction', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q8VHN2,"['3D-structure', 'Calcium', 'Cell membrane', 'Coiled coil', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Magnesium', 'Membrane', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P25101,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Hypotrichosis', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Signal', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P41145,"['3D-structure', 'Alternative splicing', 'Behavior', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P07550,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Endosome', 'G-protein coupled receptor', 'Glycoprotein', 'Golgi apparatus', 'Hydroxylation', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
Q9Y5N1,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q99808,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Direct protein sequencing', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P30542,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P35372,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Cell projection', 'Cytoplasm', 'Disulfide bond', 'Endosome', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P04150,"['3D-structure', 'Acetylation', 'Alternative initiation', 'Alternative splicing', 'Apoptosis', 'Cell cycle', 'Cell division', 'Chromatin regulator', 'Chromosome partition', 'Cytoplasm', 'Cytoskeleton', 'Disease variant', 'DNA-binding', 'Isopeptide bond', 'Lipid-binding', 'Metal-binding', 'Methylation', 'Mitochondrion', 'Mitosis', 'Nucleus', 'Phosphoprotein', 'Pseudohermaphroditism', 'Receptor', 'Reference proteome', 'RNA-binding', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
Q01959,"['Cell membrane', 'Cell projection', 'Disease variant', 'Disulfide bond', 'Dystonia', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Neurodegeneration', 'Neurotransmitter transport', 'Parkinsonism', 'Reference proteome', 'Sodium', 'Symport', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P35439,"['3D-structure', 'Alternative splicing', 'Calcium', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Magnesium', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
Q62645,"['3D-structure', 'Alternative splicing', 'Calcium', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Magnesium', 'Membrane', 'Methylation', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P29274,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P32238,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P21728,"['3D-structure', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'Endoplasmic reticulum', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q05586,"['3D-structure', 'Alternative splicing', 'Calcium', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'Epilepsy', 'Glycoprotein', 'Intellectual disability', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Magnesium', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
Q00961,"['3D-structure', 'Calcium', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Magnesium', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P08913,"['3D-structure', 'Cell membrane', 'Direct protein sequencing', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Methylation', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
O75469,"['3D-structure', 'Activator', 'Alternative splicing', 'DNA-binding', 'Metal-binding', 'Nucleus', 'Receptor', 'Reference proteome', 'Transcription', 'Transcription regulation', 'Zinc', 'Zinc-finger']"
P25929,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P21731,"['Alternative splicing', 'Cell membrane', 'Direct protein sequencing', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q12879,"['3D-structure', 'Alternative splicing', 'Calcium', 'Cell membrane', 'Cell projection', 'Chromosomal rearrangement', 'Cytoplasmic vesicle', 'Disease variant', 'Disulfide bond', 'Epilepsy', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Magnesium', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Zinc']"
P30518,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Diabetes insipidus', 'Disease variant', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P41595,"['3D-structure', 'Behavior', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Synapse', 'Synaptosome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P20309,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Endoplasmic reticulum', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q92847,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'Dwarfism', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P41143,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P43681,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'Epilepsy', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P28335,"['3D-structure', 'Alternative splicing', 'Behavior', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'RNA editing', 'Signal', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P22002,"['3D-structure', 'Alternative splicing', 'Calcium', 'Calcium channel', 'Calcium transport', 'Calmodulin-binding', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Reference proteome', 'Repeat', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']"
P31645,"['3D-structure', 'Alternative splicing', 'Antiport', 'Cell junction', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'Endosome', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Neurotransmitter transport', 'Phosphoprotein', 'Reference proteome', 'Sodium', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P32239,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P08908,"['3D-structure', 'Behavior', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P08172,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P35367,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q12809,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Deafness', 'Disease variant', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Long QT syndrome', 'Membrane', 'Methylation', 'Phosphoprotein', 'Potassium', 'Potassium channel', 'Potassium transport', 'Reference proteome', 'Short QT syndrome', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']"
P14416,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Golgi apparatus', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P03372,"['3D-structure', 'Activator', 'Alternative promoter usage', 'Alternative splicing', 'Cell membrane', 'Cytoplasm', 'Direct protein sequencing', 'Disease variant', 'DNA-binding', 'Glycoprotein', 'Golgi apparatus', 'Lipid-binding', 'Lipoprotein', 'Membrane', 'Metal-binding', 'Methylation', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Transmembrane', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P08588,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Endosome', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P15207,"['3D-structure', 'Cytoplasm', 'Disease variant', 'DNA-binding', 'Isopeptide bond', 'Lipid-binding', 'Lipoprotein', 'Metal-binding', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P41182,"['3D-structure', 'Acetylation', 'Activator', 'Alternative splicing', 'Chromosomal rearrangement', 'DNA-binding', 'Immunity', 'Inflammatory response', 'Metal-binding', 'Nucleus', 'Phosphoprotein', 'Proto-oncogene', 'Reference proteome', 'Repeat', 'Repressor', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
Q14432,"['3D-structure', 'cAMP', 'cGMP', 'Cytoplasm', 'Direct protein sequencing', 'Disease variant', 'Hydrolase', 'Isopeptide bond', 'Manganese', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P11229,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P35462,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Schizophrenia', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
O95342,"['3D-structure', 'ATP-binding', 'Cell membrane', 'Disease variant', 'Endosome', 'Glycoprotein', 'Intrahepatic cholestasis', 'Lipid transport', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Translocase', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Ubl conjugation']"
P46720,"['Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion transport', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P06401,"['3D-structure', 'Alternative promoter usage', 'Alternative splicing', 'Cytoplasm', 'Direct protein sequencing', 'DNA-binding', 'Isopeptide bond', 'Lipid-binding', 'Lipoprotein', 'Membrane', 'Metal-binding', 'Mitochondrion', 'Mitochondrion outer membrane', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P33527,"['3D-structure', 'Alternative splicing', 'ATP-binding', 'Cell membrane', 'Deafness', 'Glycoprotein', 'Hydrolase', 'Lipid transport', 'Membrane', 'Non-syndromic deafness', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Translocase', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P18507,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Cell projection', 'Chloride', 'Chloride channel', 'Cytoplasmic vesicle', 'Disease variant', 'Disulfide bond', 'Epilepsy', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Lipoprotein', 'Membrane', 'Palmitate', 'Postsynaptic cell membrane', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P0DMS8,"['Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P27815,"['3D-structure', 'Alternative splicing', 'cAMP', 'Cell membrane', 'Cell projection', 'Cytoplasm', 'Hydrolase', 'Isopeptide bond', 'Manganese', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Reference proteome', 'Ubl conjugation', 'Zinc']"
P35348,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Cytoplasm', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P14867,"['3D-structure', 'Cell membrane', 'Chloride', 'Chloride channel', 'Cytoplasmic vesicle', 'Disease variant', 'Disulfide bond', 'Epilepsy', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Membrane', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P23975,"['Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Neurotransmitter transport', 'Reference proteome', 'Sodium', 'Symport', 'Transmembrane', 'Transmembrane helix', 'Transport']"
O70127,"['ATP-binding', 'Cell membrane', 'Endosome', 'Glycoprotein', 'Lipid transport', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Translocase', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Ubl conjugation']"
P21397,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Catecholamine metabolism', 'Direct protein sequencing', 'Disease variant', 'FAD', 'Flavoprotein', 'Intellectual disability', 'Membrane', 'Mitochondrion', 'Mitochondrion outer membrane', 'Neurotransmitter degradation', 'Oxidoreductase', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']"
O35913,"['Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion transport', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']"
Q9Y5N1,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P35372,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Cell projection', 'Cytoplasm', 'Disulfide bond', 'Endosome', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P22303,"['3D-structure', 'Alternative splicing', 'Blood group antigen', 'Cell membrane', 'Direct protein sequencing', 'Disulfide bond', 'Glycoprotein', 'GPI-anchor', 'Hydrolase', 'Lipoprotein', 'Membrane', 'Neurotransmitter degradation', 'Nucleus', 'Reference proteome', 'Secreted', 'Serine esterase', 'Signal', 'Synapse']"
Q01959,"['Cell membrane', 'Cell projection', 'Disease variant', 'Disulfide bond', 'Dystonia', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Neurodegeneration', 'Neurotransmitter transport', 'Parkinsonism', 'Reference proteome', 'Sodium', 'Symport', 'Transmembrane', 'Transmembrane helix', 'Transport']"
Q9NPD5,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion transport', 'Lipid transport', 'Membrane', 'Phosphoprotein', 'Protease inhibitor', 'Reference proteome', 'Serine protease inhibitor', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P23219,"['3D-structure', 'Alternative splicing', 'Dioxygenase', 'Disulfide bond', 'EGF-like domain', 'Endoplasmic reticulum', 'Fatty acid biosynthesis', 'Fatty acid metabolism', 'Glycoprotein', 'Heme', 'Iron', 'Lipid biosynthesis', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Oxidoreductase', 'Peroxidase', 'Prostaglandin biosynthesis', 'Prostaglandin metabolism', 'Reference proteome', 'Signal']"
P21728,"['3D-structure', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'Endoplasmic reticulum', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q6PSM0,"['ATP-binding', 'Cell membrane', 'Membrane', 'Nucleotide-binding', 'Transmembrane', 'Transmembrane helix']"
P35968,"['3D-structure', 'Alternative splicing', 'Angiogenesis', 'ATP-binding', 'Cell junction', 'Cell membrane', 'Cytoplasm', 'Cytoplasmic vesicle', 'Developmental protein', 'Differentiation', 'Disulfide bond', 'Endoplasmic reticulum', 'Endosome', 'Glycoprotein', 'Host-virus interaction', 'Immunoglobulin domain', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Repeat', 'Secreted', 'Signal', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Tyrosine-protein kinase', 'Ubl conjugation']"
P46721,"['Alternative splicing', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion transport', 'Lipid transport', 'Membrane', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P08913,"['3D-structure', 'Cell membrane', 'Direct protein sequencing', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Methylation', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q9Y6L6,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion transport', 'Lipid transport', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P47870,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Chloride', 'Chloride channel', 'Cytoplasmic vesicle', 'Disease variant', 'Disulfide bond', 'Epilepsy', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P47869,"['Alternative splicing', 'Cell membrane', 'Cell projection', 'Chloride', 'Chloride channel', 'Cytoplasmic vesicle', 'Disease variant', 'Disulfide bond', 'Epilepsy', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Membrane', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P21731,"['Alternative splicing', 'Cell membrane', 'Direct protein sequencing', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P41595,"['3D-structure', 'Behavior', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Synapse', 'Synaptosome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P00734,"['3D-structure', 'Acute phase', 'Blood coagulation', 'Calcium', 'Cleavage on pair of basic residues', 'Direct protein sequencing', 'Disease variant', 'Disulfide bond', 'Gamma-carboxyglutamic acid', 'Glycoprotein', 'Hemostasis', 'Hydrolase', 'Kringle', 'Pharmaceutical', 'Protease', 'Reference proteome', 'Repeat', 'Secreted', 'Serine protease', 'Signal', 'Thrombophilia', 'Zymogen']"
P31645,"['3D-structure', 'Alternative splicing', 'Antiport', 'Cell junction', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'Endosome', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Neurotransmitter transport', 'Phosphoprotein', 'Reference proteome', 'Sodium', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
Q9QY30,"['ATP-binding', 'Cell membrane', 'Endosome', 'Glycoprotein', 'Lipid transport', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Translocase', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Ubl conjugation']"
P08908,"['3D-structure', 'Behavior', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
